Measure Mode: wall_time
Thread ID: 47046120247500
Fiber ID: 47046130648440
Total: 93.356253
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00      0.000     0.000     0.000     0.000        1   ActiveRecord::ConnectionAdapters::ConnectionPool::Queue#can_remove_no_wait?
  0.00      0.000     0.000     0.000     0.000        1   ActiveSupport::FileUpdateChecker#execute_if_updated
  0.00      0.000     0.000     0.000     0.000        1   Rails::Application::RoutesReloader#revert
  0.00      0.001     0.000     0.000     0.001        3   ActionDispatch::Routing::RouteSet#finalize!
  0.00      0.000     0.000     0.000     0.000        1   ActionDispatch::Routing::Mapper::Scoping#merge_shallow_prefix_scope
  0.00      0.000     0.000     0.000     0.000        1   Module#thread_mattr_accessor
  0.00      0.000     0.000     0.000     0.000        1   ActiveSupport::FileUpdateChecker#compile_glob
  0.00      0.000     0.000     0.000     0.000        1   <Module::ActiveStorage>#queue=
  0.00      0.000     0.000     0.000     0.000        1   <Module::ActiveStorage>#logger=
  0.00      0.000     0.000     0.000     0.000        2   Digest::Class#initialize
  0.00      0.000     0.000     0.000     0.000        1   ActiveRecord::ConnectionAdapters::ConnectionHandler#clear_active_connections!
  0.00      0.000     0.000     0.000     0.000        1   <Class::ActionView::Base>#precompiled_asset_checker=
  0.00      0.000     0.000     0.000     0.000        1   <Class::ActionView::Base>#debug_assets=
  0.00      0.000     0.000     0.000     0.000        1   Sprockets::Compressing#js_compressor=
  0.00      0.000     0.000     0.000     0.000        1   <Class::AutoprefixerRails::Sprockets>#register_processor
  0.00      0.000     0.000     0.000     0.000        1   #<Class:0x0055938f28f2f8>#shovel_without_lpc
  0.00      0.000     0.000     0.000     0.000        1   #<Class:0x005593941516c0>#initialize
  0.00      0.000     0.000     0.000     0.000        1   ActiveSupport::Cache::Strategy::LocalCache::Middleware#new
  0.00      0.000     0.000     0.000     0.000        1   ActionDispatch::Session::Compatibility#initialize_sid
  0.00      0.000     0.000     0.000     0.000        1   Rack::TempfileReaper#initialize
  0.00      0.000     0.000     0.000     0.000        1   ScoutApm::Instant::Middleware#initialize
  0.00      0.000     0.000     0.000     0.000        1   Rails::Application::Configuration#session_store?
  0.00      0.000     0.000     0.000     0.000        2   <Module::SimpleForm>#boolean_label_class=
  0.00      0.000     0.000     0.000     0.000        1   <Module::SimpleForm>#boolean_style=
  0.00      0.000     0.000     0.000     0.000        1   ScoutApm::Config::ConfigNull#any_keys_found?
  0.00      0.000     0.000     0.000     0.000        1   FactoryBotRails::Generator#test_framework
  0.00      0.000     0.000     0.000     0.000        1   URI::Generic#check_port
  0.00      0.000     0.000     0.000     0.000        1   URI::Generic#host=
  0.00      0.000     0.000     0.000     0.000        1   URI::GID#check_scheme
  0.00      0.000     0.000     0.000     0.000        1   ActiveSupport::Inflector#dasherize
  0.00      0.001     0.000     0.000     0.001        1   <Module::ActiveRecord::Import>#load_from_connection_pool
  0.00      0.000     0.000     0.000     0.000        1   ActiveSupport::Notifications::InstrumentationRegistry#initialize
  0.00      0.000     0.000     0.000     0.000        1   <Class::ActionDispatch::ExceptionWrapper>#rescue_templates
  0.00      0.000     0.000     0.000     0.000        1   <Class::Date>#find_beginning_of_week!
  0.00      0.000     0.000     0.000     0.000        1   TZInfo::InfoTimezone#identifier
  0.00      0.000     0.000     0.000     0.000        1   TZInfo::InfoTimezone#setup
  0.00      0.000     0.000     0.000     0.000        1   TZInfo::TimezoneOffset#initialize
  0.00      0.000     0.000     0.000     0.000        1   TZInfo::TimezoneInfo#initialize
  0.00      0.000     0.000     0.000     0.000        1   <Class::TZInfo::Timezone>#data_source
  0.00      0.000     0.000     0.000     0.000        1   <Class::TZInfo::ZoneinfoDataSource>#search_path
  0.00      0.000     0.000     0.000     0.000        1   Rails::Engine::Railties#-
  0.00      0.000     0.000     0.000     0.000        2   Rake::InvocationChain#append
  0.00      0.000     0.000     0.000     0.000        1   Rake::NameSpace#[]
  0.00      0.000     0.000     0.000     0.000        1   <Module::RailsERD>#loaded_tasks=
  0.00      0.001     0.000     0.000     0.001        1   Sprockets::Rails::Task#define
  0.00      0.000     0.000     0.000     0.000        1   <Class::ActionView::Base>#field_error_proc=
  0.00      0.000     0.000     0.000     0.000        1   <Class::ActionView::LookupContext>#fallbacks=
  0.00      0.000     0.000     0.000     0.000        2   ActionView::PathResolver#initialize
  0.00      0.000     0.000     0.000     0.000        1   <Class::ActionView::Template::Handlers::Builder>#default_format=
  0.00      0.000     0.000     0.000     0.000        1   <Class::ActionView::Template::Handlers::ERB>#erb_trim_mode=
  0.00      0.000     0.000     0.000     0.000        1   ActionView::Template::Handlers#register_default_template_handler
  0.00      0.000     0.000     0.000     0.000        1   ActionView::LogSubscriber#initialize
  0.00      0.000     0.000     0.000     0.000        1   <Class::Minitest::Runnable>#reset
  0.00      0.000     0.000     0.000     0.000        1   Figaro::Rails::Application#default_environment
  0.00      0.000     0.000     0.000     0.000        1   Rails::Application::Configuration#encoding=
  0.00      0.000     0.000     0.000     0.000        2   <Class::ActiveSupport::Reloader>#check=
  0.00      0.004     0.000     0.000     0.004        1   Figaro::Application#each
  0.00      0.004     0.000     0.000     0.004        1   Figaro::Application#load
  0.00      0.000     0.000     0.000     0.000        1   Figaro#application
  0.00      0.000     0.000     0.000     0.000        1   <Class::SqlPatches>#patch
  0.00      0.000     0.000     0.000     0.000        1   ScoutApm::ServerIntegrations::Rainbows#initialize
  0.00      0.000     0.000     0.000     0.000        1   ScoutApm::ServerIntegrations::Passenger#initialize
  0.00      0.000     0.000     0.000     0.000        2   RailsERD::Config#load_file
  0.00      0.000     0.000     0.000     0.000        1   <Class::RailsERD::Config>#load
  0.00      0.000     0.000     0.000     0.000        1   FactoryBot::Configuration#to_create
  0.00      0.000     0.000     0.000     0.000        1   <Class::ActiveRecord::Relation::FromClause>#empty
  0.00      0.000     0.000     0.000     0.000        1   ActiveModel::AttributeMethods::ClassMethods#attribute_method_prefix
  0.00      0.000     0.000     0.000     0.000        1   <Class::ActiveRecord::Base>#skip_time_zone_conversion_for_attributes=
  0.00      0.000     0.000     0.000     0.000        1   <Class::ActiveRecord::Base>#pluralize_table_names=
  0.00      0.000     0.000     0.000     0.000        1   <Class::ActiveRecord::Base>#schema_migrations_table_name=
  0.00      0.000     0.000     0.000     0.000        1   <Class::ActiveRecord::Base>#schema_format=
  0.00      0.000     0.000     0.000     0.000        1   <Module::Bootstrap>#stylesheets_path
  0.00      0.000     0.000     0.000     0.000        1   <Module::Sass::Util>#ap_geq?
  0.00      0.000     0.000     0.000     0.000        1   <Module::ExecJS::Runtimes>#runtimes
  0.00      0.000     0.000     0.000     0.000        1   <Module::ExecJS::Runtimes>#from_environment
  0.00      0.099     0.000     0.000     0.099        1   <Module::Bootstrap>#load!
  0.00      0.000     0.000     0.000     0.000        1   <Module::AwesomePrint::Nokogiri>#included
  0.00      0.000     0.000     0.000     0.000        1   Treetop::Compiler::Metagrammar::TreetopFile1#spacing
  0.00      0.000     0.000     0.000     0.000        1   Treetop::Compiler::Metagrammar::TreetopFile1#requires
  0.00      0.000     0.000     0.000     0.000        1   <Class::ActionView::Helpers::FormBuilder>#field_helpers
  0.00      0.000     0.000     0.000     0.000        1   Nokogiri::VersionInfo#engine
  0.00      0.000     0.000     0.000     0.000        1   URI::RFC2396_Parser#unescape
  0.00      0.000     0.000     0.000     0.000        1   <Class::ActionController::Parameters>#permit_all_parameters=
  0.00      0.000     0.000     0.000     0.000        1   <Class::Rack::QueryParser>#make_default
  0.00      0.000     0.000     0.000     0.000        2   <Class::ActionDispatch::Response>#default_charset=
  0.00      0.000     0.000     0.000     0.000        1   <Class::Complex>#convert
  0.00      0.000     0.000     0.000     0.000        1   Concurrent::ImmediateExecutor#initialize
  0.00      0.000     0.000     0.000     0.000        1   Psych::Handler::DumperOptions#initialize
  0.00      0.000     0.000     0.000     0.000        1   ActiveSupport::Dependencies#search_for_file
  0.00      0.000     0.000     0.000     0.000        1   ActiveSupport::Dependencies::ClassCache#initialize
  0.00      0.000     0.000     0.000     0.000        1   ActiveSupport::Dependencies::WatchStack#initialize
  0.00      0.000     0.000     0.000     0.000        2   <Module::ActiveSupport::Dependencies>#mechanism=
  0.00      0.000     0.000     0.000     0.000        1   ActiveSupport::Notifications::Fanout#initialize
  0.00      0.000     0.000     0.000     0.000        1   <Module::Bundler>#ui=
  0.00      0.000     0.000     0.000     0.000        2   OptionParser::List#initialize
  0.00      0.000     0.000     0.000     0.000        3   Rake::Application#add_loader
  0.00      0.000     0.000     0.000     0.000        2   Gem::Source::Installed#initialize
  0.00      0.000     0.000     0.000     0.000        2  *Gem::Specification#full_gem_path
  0.00      0.000     0.000     0.000     0.000        2   ActiveRecord::AttributeMethods::ClassMethods#class_method_defined_within?
  0.00      0.000     0.000     0.000     0.000        1   <Class::Termlist>#after_add_for_paths=
  0.00      0.000     0.000     0.000     0.000        1   ActiveRecord::Calculations#has_include?
  0.00      0.000     0.000     0.000     0.000        7   PG::Coder#oid=
  0.00      0.000     0.000     0.000     0.000        2   ActionDispatch::Routing::Mapper::Scope#resources?
  0.00      0.000     0.000     0.000     0.000        6   Fixnum#%
  0.00      0.000     0.000     0.000     0.000        1   IPAddr#==
  0.00      0.000     0.000     0.000     0.000        2   <Class::ActionDispatch::Cookies::CookieJar>#always_write_cookie=
  0.00      0.000     0.000     0.000     0.000        1   ScoutApm::Environment#ruby_187?
  0.00      0.000     0.000     0.000     0.000        1   Bundler::CurrentRuby#mri?
  0.00      0.000     0.000     0.000     0.000        1   <Class::ActiveRecord::Base>#record_timestamps=
  0.00      0.000     0.000     0.000     0.000        1   <Class::ActiveRecord::Base>#time_zone_aware_types=
  0.00      0.000     0.000     0.000     0.000        1   <Class::ActiveRecord::Base>#attribute_aliases=
  0.00      0.000     0.000     0.000     0.000        2   <Class::ActiveRecord::Base>#verbose_query_logs=
  0.00      0.000     0.000     0.000     0.000        1   <Module::Sass::Util>#version_geq
  0.00      0.000     0.000     0.000     0.000        1   <Module::Nokogiri>#jruby?
  0.00      0.000     0.000     0.000     0.000        2   ThreadSafe::NonConcurrentCacheBackend#initialize
  0.00      0.000     0.000     0.000     0.000        1   OptionParser#parse
  0.00      0.000     0.000     0.000     0.000       15   <Class::OptionParser::Switch::NoArgument>#incompatible_argument_styles
  0.00      0.000     0.000     0.000     0.000        1   Bundler::Settings#key_for
  0.00      0.000     0.000     0.000     0.000        1   <Class::ActionView::Base>#unknown_asset_fallback=
  0.00      0.000     0.000     0.000     0.000        2   ScoutApm::Logger#stderr?
  0.00      0.000     0.000     0.000     0.000        3   String#end_with?
  0.00      0.000     0.000     0.000     0.000        1   ActiveRecord::Transactions::ClassMethods#set_options_for_callbacks!
  0.00      0.000     0.000     0.000     0.000        1   ActiveSupport::Dependencies#hook!
  0.00      0.000     0.000     0.000     0.000        1   Gem::Version#segments
  0.00     93.321     0.000     0.000    93.321        1   Rake::Application#run
  0.00      0.000     0.000     0.000     0.000        1   Enumerable#one?
  0.00      0.000     0.000     0.000     0.000        1   ActiveRecord::Type::HashLookupTypeMap#keys
  0.00      0.000     0.000     0.000     0.000       21   <Class::ActionCable::Channel::Base>#clear_action_methods!
  0.00      0.000     0.000     0.000     0.000        3   ActionDispatch::Journey::Formatter#clear
  0.00      0.026     0.000     0.000     0.026        1   Rails::Application::RoutesReloader#clear!
  0.00      0.000     0.000     0.000     0.000        1   <Module::ActiveStorage>#verifier=
